Provider ID,Number of Appearances,Reachable,IP Address
12D3KooWSafoW6yrSL7waghFAaiCqGy5mdjpQx4jn4CRNqbG7eqG,223,True,147.75.84.173
12D3KooWJXVWMbcxGh2jkPiw3pjZTmB78jSQja3ke7n6vQ1y2Jdi,252,True,139.178.88.247
12D3KooWCrBiagtZMzpZePCr1tfBbrZTh4BRQf7JurRqNMRi8YHF,252,True,147.75.87.65
12D3KooWHVXoJnv2ifmr9K6LWwJPXxkfvzZRHzjiTZMvybeTnwPy,249,True,145.40.89.101
12D3KooWRNijznEQoXrxBeNLb2TqbSFm8gG8jKtfEsbC1C9nPqce,251,True,147.75.87.211
12D3KooWHBuZoJPJ92JAorZ9PaPwHPBJkpQVVDC2naDAAVtg1Z7d,1,False,
12D3KooWJgYfPeBqdyvzrv599UN259SUBsJXHQRqLZVH1HDvcmTA,1,False,
12D3KooWSH5uLrYe7XSFpmnQj1NCsoiGeKSRCV7T5xijpX2Po2aT,2,True,145.40.90.155
12D3KooWDRak1XzURGh9MvGR4EWaP9kcbmdoagAcGMcNxBXXLzTF,54,True,147.28.147.193
12D3KooWQHS83N7ykf2pJMBSjsDMtyv5MrEukHdoiCJke2e6GjFf,12,True,139.178.88.175
12D3KooWDpp7U7W9Q8feMZPPEpPP5FKXTUakLgnVLbavfjb9mzrT,8,True,147.75.80.75
QmQzqxhK82kAmKvARFZSkUVS6fo9sySaiogAnx5EnZ6ZmC,1,False,
12D3KooWCMMw5BKA5XHDJiuFitwparaYbMkidmxTCsJa8vXjt3yW,1,True,145.40.96.83
12D3KooWPzJxqGQWfaNqR9ft66e5c6NoBhDezXogLHeJQgD62Gvf,1,True,147.75.85.127
12D3KooWPwduRoR826yjhitTCEJ5sSvcU3dkBzunMLgmFhie11jo,1,True,164.90.140.187
